Alert_ID,Snapshot_Date,Week,Week_Index,SKU,Site ID,Site,Site Type,Factory ID,DC_IDS,Common id,Location,Region,Latitude,Longitude,Category,Unit Price,Out of stock Value($),Excess and over($),Start Inventory,Total Forecast/Order,Start Backorder,Total Demand,Planned Prod,Confirm Prod,Total Supply,End. Backorder,End. Inventory,Days of Coverage,Lead Time,Target Safety Stock (in Days),Target Safety Stock (in Units),Cycle Stock (in Days),Cycle Stock (in Units),Target Max Stock (in Days),Target Max Stock (in Units),MSTN Thresold,ESTN Thresold,MSTN%,ESTN%,Shortage,Excess,Business Unit,Alert Type,Priority,Alert,SKU_Category,W1_Priority_Flag,W2_Shortage_Excess_Qty,W3_Days_to_Alert,W4_SKU_Importance,Priority_Score,Agentic_RCA
BD-24536581-00066,2026-04-17,2026-04-12,10,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,13319,0,0,82,65,147,0,0,0,147,0,0.0,2,28,291,14,146,87,903,291,903,0,0,438,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,10,33,75,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 82, leading to a projected stockout of 82 units and a breach of the 291 unit safety stock target by 373 units."
BD-24536581-00067,2026-04-17,2026-04-19,11,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,14992,0,0,55,147,202,0,0,0,202,0,0.0,2,28,291,14,146,87,903,291,903,0,0,493,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,9,33,75,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 55, leading to a projected stockout of 55 units and a breach of the 291 unit safety stock target by 346 units."
BD-24536581-00068,2026-04-17,2026-04-26,12,SKU_0003,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Surgical & Mechanical,30.41,16299,0,0,43,202,245,0,0,0,245,0,0.0,2,28,291,14,146,87,903,291,903,0,0,536,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,8,33,75,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 43, leading to a projected stockout of 43 units and a breach of the 291 unit safety stock target by 334 units."
,2026-04-17,2026-02-08,1,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,722,64,0,64,0,0,0,0,658,72.0,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,658,35,0,35,0,140,140,0,763,152.6,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,763,32,0,32,0,0,0,0,731,159.9,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,731,48,0,48,0,0,0,0,683,99.6,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,683,36,0,36,0,82,82,0,729,141.8,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,729,55,0,55,0,84,84,0,758,96.5,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00069,2026-04-17,2026-03-22,7,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,634,758,52,0,52,0,98,98,0,804,108.2,2,28,195,14,98,111,775,195,775,100,3,0,29,SM,Low ESTN,P3,Potential Excess,A,33,3,14,33,20,"Opening inventory of 758 and supply of 98 exceed the demand of 52, resulting in a projected surplus of 804. This inventory levels violates the maximum stock threshold of 775 units by 29 units, increasing holding risk."
,2026-04-17,2026-03-29,8,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,0,804,39,0,39,0,0,0,0,765,137.3,2,28,195,14,98,111,775,195,775,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00070,2026-04-17,2026-04-05,9,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,590,765,39,0,39,0,76,76,0,802,143.9,2,28,195,14,98,111,775,195,775,100,3,0,27,SM,Low ESTN,P3,Potential Excess,A,33,3,11,33,20,"Opening inventory of 765 and supply of 76 exceed the demand of 39, resulting in a projected surplus of 802. This inventory levels violates the maximum stock threshold of 775 units by 27 units, increasing holding risk."
BD-24536581-00071,2026-04-17,2026-04-12,10,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,1465,802,53,0,53,0,93,93,0,842,111.2,2,28,195,14,98,111,775,195,775,100,8,0,67,SM,Low ESTN,P3,Potential Excess,A,33,8,10,33,21,"Opening inventory of 802 and supply of 93 exceed the demand of 53, resulting in a projected surplus of 842. This inventory levels violates the maximum stock threshold of 775 units by 67 units, increasing holding risk."
,2026-04-17,2026-04-19,11,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,2602,842,47,0,47,0,99,99,0,894,133.1,2,28,195,14,98,111,775,195,775,100,15,0,119,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0003,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Surgical & Mechanical,21.87,0,1771,894,38,0,38,0,0,0,0,856,157.7,2,28,195,14,98,111,775,195,775,100,10,0,81,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-08,1,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,404,116,0,116,0,268,268,0,556,33.6,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00072,2026-04-17,2026-02-15,2,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,1899,0,556,150,0,150,0,0,0,0,406,18.9,4,28,466,28,466,82,1368,466,1368,87,0,60,0,SM,Medium MSTN,P2,At-Risk Stockout,A,67,12,50,33,44,"Opening inventory of 556 and supply of 0 are sufficient to cover the demand of 150. However, the projected closing inventory of 406 falls 60 units below the target safety stock requirement of 466, compromising the critical service level buffer."
,2026-04-17,2026-02-22,3,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,406,92,0,92,0,635,635,0,949,72.2,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,949,112,0,112,0,0,0,0,837,52.3,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,837,83,0,83,0,201,201,0,955,80.5,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,955,129,0,129,0,202,202,0,1028,55.8,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-22,7,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,0,1028,102,0,102,0,331,331,0,1257,86.3,4,28,466,28,466,82,1368,466,1368,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00073,2026-04-17,2026-03-29,8,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,1867,1257,96,0,96,0,266,266,0,1427,104.1,4,28,466,28,466,82,1368,466,1368,100,4,0,59,SM,Low ESTN,P3,Potential Excess,A,33,4,12,33,20,"Opening inventory of 1257 and supply of 266 exceed the demand of 96, resulting in a projected surplus of 1427. This inventory levels violates the maximum stock threshold of 1368 units by 59 units, increasing holding risk."
,2026-04-17,2026-04-05,9,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,5730,1427,122,0,122,0,244,244,0,1549,88.9,4,28,466,28,466,82,1368,466,1368,100,13,0,181,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00074,2026-04-17,2026-04-12,10,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,2089,1549,115,0,115,0,0,0,0,1434,87.3,4,28,466,28,466,82,1368,466,1368,100,4,0,66,SM,Low ESTN,P3,Potential Excess,A,33,4,10,33,20,"Opening inventory of 1549 and supply of 0 exceed the demand of 115, resulting in a projected surplus of 1434. This inventory levels violates the maximum stock threshold of 1368 units by 66 units, increasing holding risk."
,2026-04-17,2026-04-19,11,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,8041,1434,103,0,103,0,291,291,0,1622,110.2,4,28,466,28,466,82,1368,466,1368,100,18,0,254,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00075,2026-04-17,2026-04-26,12,SKU_0003,DC4,DC4,DC,F1,,,Seattle,Northwest,47.6062,-122.3321,Surgical & Mechanical,31.66,0,3799,1622,134,0,134,0,0,0,0,1488,77.7,4,28,466,28,466,82,1368,466,1368,100,8,0,120,SM,Low ESTN,P3,Potential Excess,A,33,8,8,33,21,"Opening inventory of 1622 and supply of 0 exceed the demand of 134, resulting in a projected surplus of 1488. This inventory levels violates the maximum stock threshold of 1368 units by 120 units, increasing holding risk."
BD-24536581-00076,2026-04-17,2026-02-08,1,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,2555,1339,59,0,59,148,0,148,0,1428,169.4,2,28,360,14,180,104,1342,360,1342,100,6,0,86,SM,Low ESTN,P2,At-Risk Excess,A,67,6,100,33,52,"Opening inventory of 1339 and supply of 0 exceed the demand of 59, resulting in a projected surplus of 1428. This inventory levels violates the maximum stock threshold of 1342 units by 86 units, increasing holding risk."
,2026-04-17,2026-02-15,2,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,0,1428,99,0,99,0,0,0,0,1329,94.0,2,28,360,14,180,104,1342,360,1342,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00077,2026-04-17,2026-02-22,3,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,2971,1329,81,0,81,194,0,194,0,1442,124.6,2,28,360,14,180,104,1342,360,1342,100,7,0,100,SM,Low ESTN,P2,At-Risk Excess,A,67,7,33,33,39,"Opening inventory of 1329 and supply of 0 exceed the demand of 81, resulting in a projected surplus of 1442. This inventory levels violates the maximum stock threshold of 1342 units by 100 units, increasing holding risk."
,2026-04-17,2026-03-01,4,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,6387,1442,84,0,84,0,199,199,0,1557,129.8,2,28,360,14,180,104,1342,360,1342,100,16,0,215,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00078,2026-04-17,2026-03-08,5,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,16191,1557,78,0,78,0,408,408,0,1887,169.3,2,28,360,14,180,104,1342,360,1342,100,40,0,545,SM,High ESTN,P1,Critical Excess,A,100,40,20,33,59,"Opening inventory of 1557 and supply of 408 exceed the demand of 78, resulting in a projected surplus of 1887. This inventory levels violates the maximum stock threshold of 1342 units by 545 units, increasing holding risk."
BD-24536581-00079,2026-04-17,2026-03-15,6,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,21480,1887,90,0,90,0,268,268,0,2065,160.6,2,28,360,14,180,104,1342,360,1342,100,53,0,723,SM,High ESTN,P1,Critical Excess,A,100,53,16,33,62,"Opening inventory of 1887 and supply of 268 exceed the demand of 90, resulting in a projected surplus of 2065. This inventory levels violates the maximum stock threshold of 1342 units by 723 units, increasing holding risk."
BD-24536581-00080,2026-04-17,2026-03-22,7,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,36246,2065,108,0,108,0,605,605,0,2562,166.1,2,28,360,14,180,104,1342,360,1342,100,90,0,1220,SM,High ESTN,P1,Critical Excess,A,100,90,14,33,73,"Opening inventory of 2065 and supply of 605 exceed the demand of 108, resulting in a projected surplus of 2562. This inventory levels violates the maximum stock threshold of 1342 units by 1220 units, increasing holding risk."
BD-24536581-00081,2026-04-17,2026-03-29,8,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,33899,2562,79,0,79,0,0,0,0,2483,220.0,2,28,360,14,180,104,1342,360,1342,100,85,0,1141,SM,High ESTN,P1,Critical Excess,A,100,85,12,33,71,"Opening inventory of 2562 and supply of 0 exceed the demand of 79, resulting in a projected surplus of 2483. This inventory levels violates the maximum stock threshold of 1342 units by 1141 units, increasing holding risk."
BD-24536581-00082,2026-04-17,2026-04-05,9,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,53180,2483,45,0,45,0,694,694,0,3132,487.2,2,28,360,14,180,104,1342,360,1342,100,133,0,1790,SM,High ESTN,P1,Critical Excess,A,100,100,11,33,76,"Opening inventory of 2483 and supply of 694 exceed the demand of 45, resulting in a projected surplus of 3132. This inventory levels violates the maximum stock threshold of 1342 units by 1790 units, increasing holding risk."
BD-24536581-00083,2026-04-17,2026-04-12,10,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,50952,3132,75,0,75,0,0,0,0,3057,285.3,2,28,360,14,180,104,1342,360,1342,100,127,0,1715,SM,High ESTN,P1,Critical Excess,A,100,100,10,33,75,"Opening inventory of 3132 and supply of 0 exceed the demand of 75, resulting in a projected surplus of 3057. This inventory levels violates the maximum stock threshold of 1342 units by 1715 units, increasing holding risk."
BD-24536581-00084,2026-04-17,2026-04-19,11,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,51101,3057,96,0,96,101,0,101,0,3062,223.3,2,28,360,14,180,104,1342,360,1342,100,128,0,1720,SM,High ESTN,P1,Critical Excess,A,100,100,9,33,75,"Opening inventory of 3057 and supply of 0 exceed the demand of 96, resulting in a projected surplus of 3062. This inventory levels violates the maximum stock threshold of 1342 units by 1720 units, increasing holding risk."
BD-24536581-00085,2026-04-17,2026-04-26,12,SKU_0003,DC5,DC5,DC,F1,,,Miami,Southeast,25.7617,-80.1918,Surgical & Mechanical,29.71,0,48754,3062,79,0,79,0,0,0,0,2983,264.3,2,28,360,14,180,104,1342,360,1342,100,122,0,1641,SM,High ESTN,P1,Critical Excess,A,100,100,8,33,75,"Opening inventory of 3062 and supply of 0 exceed the demand of 79, resulting in a projected surplus of 2983. This inventory levels violates the maximum stock threshold of 1342 units by 1641 units, increasing holding risk."
,2026-04-17,2026-02-08,1,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,2773,193,0,193,0,0,0,0,2580,93.6,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,2580,685,0,685,0,0,0,0,1895,19.4,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,1895,199,0,199,523,0,523,0,2219,78.1,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,2219,691,0,691,0,0,0,0,1528,15.5,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,1528,606,0,606,0,1130,1130,0,2052,23.7,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
BD-24536581-00086,2026-04-17,2026-03-15,6,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,16943,0,2052,1146,0,1146,0,0,0,0,906,5.5,7,28,1424,49,2492,92,4700,1424,4700,63,0,518,0,SM,High MSTN,P1,Critical Stockout,A,100,36,16,33,57,"Opening inventory of 2052 and supply of 0 are sufficient to cover the demand of 1146. However, the projected closing inventory of 906 falls 518 units below the target safety stock requirement of 1424, compromising the critical service level buffer."
BD-24536581-00087,2026-04-17,2026-03-22,7,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,27607,0,906,326,0,326,0,0,0,0,580,12.5,7,28,1424,49,2492,92,4700,1424,4700,40,0,844,0,SM,High MSTN,P1,Critical Stockout,A,100,59,14,33,64,"Opening inventory of 906 and supply of 0 are sufficient to cover the demand of 326. However, the projected closing inventory of 580 falls 844 units below the target safety stock requirement of 1424, compromising the critical service level buffer."
BD-24536581-00088,2026-04-17,2026-03-29,8,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,69410,0,580,1278,0,1278,0,0,0,698,0,0.0,7,28,1424,49,2492,92,4700,1424,4700,0,0,2122,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,12,33,76,"Opening inventory of 580 and supply of 0 are insufficient to cover the demand of 1278, leading to a projected stockout of 698 units and a breach of the 1424 unit safety stock target by 2122 units."
,2026-04-17,2026-04-05,9,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,0,148,698,846,0,2958,2958,0,2112,99.9,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-12,10,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,0,2112,469,0,469,0,990,990,0,2633,39.3,7,28,1424,49,2492,92,4700,1424,4700,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-19,11,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,5331,2633,0,0,0,0,2230,2230,0,4863,0.0,7,28,1424,49,2492,92,4700,1424,4700,100,3,0,163,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0003,F1,F1,Factory,F1,,,Detroit,Midwest,42.3314,-83.0458,Surgical & Mechanical,32.71,0,41247,4863,0,0,0,0,1098,1098,0,5961,0.0,7,28,1424,49,2492,92,4700,1424,4700,100,26,0,1261,SM,None,None,Healthy,A,0,0,0,0,0,
,2026-04-17,2026-02-08,1,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,411,34,0,34,0,0,0,0,377,77.6,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-02-15,2,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,377,70,0,70,0,0,0,0,307,30.7,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-02-22,3,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,307,29,0,29,135,0,135,0,413,99.7,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-03-01,4,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,413,56,0,56,0,0,0,0,357,44.6,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-03-08,5,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,357,76,0,76,0,0,0,0,281,25.9,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-03-15,6,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,281,66,0,66,0,131,131,0,346,36.7,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-03-22,7,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,346,71,0,71,74,0,74,0,349,34.4,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-03-29,8,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,349,43,0,43,0,426,426,0,732,119.2,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-04-05,9,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,732,50,0,50,0,0,0,0,682,95.5,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-04-12,10,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,682,64,0,64,0,152,152,0,770,84.2,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-04-19,11,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,770,54,0,54,0,99,99,0,815,105.6,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-04-26,12,SKU_0004,DC1,DC1,DC,F1,,,New York,Northeast,40.7128,-74.006,Medical Devices & Diagnostics,38.58,0,0,815,77,0,77,0,170,170,0,908,82.5,4,28,247,28,247,109,958,247,958,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
,2026-04-17,2026-02-08,1,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,0,639,108,0,108,0,342,342,0,873,56.6,4,28,497,28,497,65,1159,497,1159,100,0,0,0,MDS,None,None,Healthy,C,0,0,0,0,0,
BD-24536581-00089,2026-04-17,2026-02-15,2,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,9456,873,111,0,111,0,651,651,0,1413,89.1,4,28,497,28,497,65,1159,497,1159,100,21,0,254,MDS,High ESTN,P1,Critical Excess,C,100,21,50,33,60,"Opening inventory of 873 and supply of 651 exceed the demand of 111, resulting in a projected surplus of 1413. This inventory levels violates the maximum stock threshold of 1159 units by 254 units, increasing holding risk."
,2026-04-17,2026-02-22,3,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,4355,1413,137,0,137,0,0,0,0,1276,65.2,4,28,497,28,497,65,1159,497,1159,100,10,0,117,MDS,None,None,Healthy,C,0,0,0,0,0,
BD-24536581-00090,2026-04-17,2026-03-01,4,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,13402,1276,90,0,90,0,333,333,0,1519,118.1,4,28,497,28,497,65,1159,497,1159,100,31,0,360,MDS,High ESTN,P1,Critical Excess,C,100,31,25,33,58,"Opening inventory of 1276 and supply of 333 exceed the demand of 90, resulting in a projected surplus of 1519. This inventory levels violates the maximum stock threshold of 1159 units by 360 units, increasing holding risk."
BD-24536581-00091,2026-04-17,2026-03-08,5,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,9642,1519,101,0,101,0,0,0,0,1418,98.3,4,28,497,28,497,65,1159,497,1159,100,22,0,259,MDS,High ESTN,P1,Critical Excess,C,100,22,20,33,54,"Opening inventory of 1519 and supply of 0 exceed the demand of 101, resulting in a projected surplus of 1418. This inventory levels violates the maximum stock threshold of 1159 units by 259 units, increasing holding risk."
,2026-04-17,2026-03-15,6,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,4802,1418,130,0,130,0,0,0,0,1288,69.4,4,28,497,28,497,65,1159,497,1159,100,11,0,129,MDS,None,None,Healthy,C,0,0,0,0,0,
BD-24536581-00092,2026-04-17,2026-03-22,7,SKU_0004,DC2,DC2,DC,F1,,,Los Angeles,West,34.0522,-118.2437,Medical Devices & Diagnostics,37.23,0,12472,1288,145,0,145,351,0,351,0,1494,72.1,4,28,497,28,497,65,1159,497,1159,100,28,0,335,MDS,High ESTN,P1,Critical Excess,C,100,28,14,33,54,"Opening inventory of 1288 and supply of 0 exceed the demand of 145, resulting in a projected surplus of 1494. This inventory levels violates the maximum stock threshold of 1159 units by 335 units, increasing holding risk."
