Alert_ID,Snapshot_Date,Week,Week_Index,SKU,Site,SKU Desc,Site Desc,Site Type,Category,Start Inventory,Total Forecast/Order,Start Backorder,Total Demand,Planned Prod,Confirm Prod,Total Supply,End. Backorder,End. Inventory,Days of Coverage,Lead Time,Target Safety Stock (in Days),Target Safety Stock (in Units),Cycle Stock (in Days),Cycle Stock (in Units),Target Max Stock (in Days),Target Max Stock (in Units),MSTN Thresold,ESTN Thresold,MSTN%,ESTN%,Shortage,Excess,Business Unit,Alert Type,Priority,Alert,SKU_Category,W1_Priority_Flag,W2_Shortage_Excess_Qty,W3_Days_to_Alert,W4_SKU_Importance,Priority_Score,RCA_Summary,Agentic_RCA
BD-20260331-00047,2026-03-31,2026-03-08,5,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,3890,0,0,0,0,841,841,0,4731,0.0,4,28,1369,28,1369,94,4610,1369,4610,100,2,0,121,MDS,Low ESTN,P2,At-Risk Excess,A,67,2,20,100,41,"Opening Stock (3,890) + Inbound Supply (841) vs Zero Demand, exceeds Max Stock (4,610).","Opening inventory of 3890 and supply of 841 exceed the demand of 0, resulting in a projected surplus of 4731. This inventory levels violates the maximum stock threshold of 4610 units by 121 units, increasing holding risk."
,2026-03-31,2026-03-15,6,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,4731,244,0,244,0,931,931,0,5418,155.4,4,28,1369,28,1369,94,4610,1369,4610,100,17,0,808,MDS,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00048,2026-03-31,2026-03-22,7,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,5418,398,0,398,0,994,994,0,6014,105.8,4,28,1369,28,1369,94,4610,1369,4610,100,30,0,1404,MDS,High ESTN,P2,At-Risk Excess,A,67,30,14,100,49,"High Opening Stock (5,418) + Supply (994) exceeds Max Stock (4,610) vs Demand (398).","Opening inventory of 5418 and supply of 994 exceed the demand of 398, resulting in a projected surplus of 6014. This inventory levels violates the maximum stock threshold of 4610 units by 1404 units, increasing holding risk."
BD-20260331-00049,2026-03-31,2026-03-29,8,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,6014,366,0,366,0,875,875,0,6523,124.8,4,28,1369,28,1369,94,4610,1369,4610,100,41,0,1913,MDS,High ESTN,P2,At-Risk Excess,A,67,41,12,100,52,"High Opening Stock (6,014) + Supply (875) exceeds Max Stock (4,610) vs Demand (366).","Opening inventory of 6014 and supply of 875 exceed the demand of 366, resulting in a projected surplus of 6523. This inventory levels violates the maximum stock threshold of 4610 units by 1913 units, increasing holding risk."
BD-20260331-00050,2026-03-31,2026-04-05,9,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,6523,0,0,0,0,2878,2878,0,9401,0.0,4,28,1369,28,1369,94,4610,1369,4610,100,103,0,4791,MDS,High ESTN,P2,At-Risk Excess,A,67,100,11,100,69,"Opening Stock (6,523) + Inbound Supply (2,878) vs Zero Demand, exceeds Max Stock (4,610).","Opening inventory of 6523 and supply of 2878 exceed the demand of 0, resulting in a projected surplus of 9401. This inventory levels violates the maximum stock threshold of 4610 units by 4791 units, increasing holding risk."
BD-20260331-00051,2026-03-31,2026-04-12,10,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,9401,577,0,577,0,775,775,0,9599,116.5,4,28,1369,28,1369,94,4610,1369,4610,100,108,0,4989,MDS,High ESTN,P2,At-Risk Excess,A,67,100,10,100,69,"High Opening Stock (9,401) + Supply (775) exceeds Max Stock (4,610) vs Demand (577).","Opening inventory of 9401 and supply of 775 exceed the demand of 577, resulting in a projected surplus of 9599. This inventory levels violates the maximum stock threshold of 4610 units by 4989 units, increasing holding risk."
BD-20260331-00052,2026-03-31,2026-04-19,11,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,9599,273,0,273,0,1328,1328,0,10654,273.2,4,28,1369,28,1369,94,4610,1369,4610,100,131,0,6044,MDS,High ESTN,P2,At-Risk Excess,A,67,100,9,100,69,"High Opening Stock (9,599) + Supply (1,328) exceeds Max Stock (4,610) vs Demand (273).","Opening inventory of 9599 and supply of 1328 exceed the demand of 273, resulting in a projected surplus of 10654. This inventory levels violates the maximum stock threshold of 4610 units by 6044 units, increasing holding risk."
BD-20260331-00053,2026-03-31,2026-04-26,12,SKU_0002,FAC_01,Medical Device for SKU_0002,BD Manufacturing Facility - New Jersey,Factory,Medical Devices & Diagnostics,10654,0,0,0,0,2849,2849,0,13503,0.0,4,28,1369,28,1369,94,4610,1369,4610,100,192,0,8893,MDS,High ESTN,P2,At-Risk Excess,A,67,100,8,100,68,"Opening Stock (10,654) + Inbound Supply (2,849) vs Zero Demand, exceeds Max Stock (4,610).","Opening inventory of 10654 and supply of 2849 exceed the demand of 0, resulting in a projected surplus of 13503. This inventory levels violates the maximum stock threshold of 4610 units by 8893 units, increasing holding risk."
,2026-03-31,2026-02-08,1,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,691,122,0,122,0,0,0,0,569,32.6,3,28,458,21,344,79,1299,458,1299,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00054,2026-03-31,2026-02-15,2,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,569,158,0,158,0,0,0,0,411,18.2,3,28,458,21,344,79,1299,458,1299,89,0,47,0,SM,Medium MSTN,P2,At-Risk Stockout,A,67,10,50,100,50,Opening Stock (569) + Zero Inbound Supply cannot meet Demand (158). Week 2 within 3-week lead time.,"Opening inventory of 569 and supply of 0 are sufficient to cover the demand of 158. However, the projected closing inventory of 411 falls 47 units below the target safety stock requirement of 458, compromising the critical service level buffer."
,2026-03-31,2026-02-22,3,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,411,99,0,99,0,206,206,0,518,36.6,3,28,458,21,344,79,1299,458,1299,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,518,145,0,145,0,583,583,0,956,46.2,3,28,458,21,344,79,1299,458,1299,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,956,122,0,122,176,0,176,0,1010,58.0,3,28,458,21,344,79,1299,458,1299,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-15,6,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1010,108,0,108,0,257,257,0,1159,75.1,3,28,458,21,344,79,1299,458,1299,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00055,2026-03-31,2026-03-22,7,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1159,143,0,143,0,831,831,0,1847,90.4,3,28,458,21,344,79,1299,458,1299,100,42,0,548,SM,High ESTN,P2,At-Risk Excess,A,67,42,14,100,52,"Opening Stock (1,159) + Aggressive Supply (831) exceeds Forecast (143).","Opening inventory of 1159 and supply of 831 exceed the demand of 143, resulting in a projected surplus of 1847. This inventory levels violates the maximum stock threshold of 1299 units by 548 units, increasing holding risk."
BD-20260331-00056,2026-03-31,2026-03-29,8,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1847,112,0,112,295,0,295,0,2030,126.9,3,28,458,21,344,79,1299,458,1299,100,56,0,731,SM,High ESTN,P2,At-Risk Excess,A,67,56,12,100,56,"High Opening Stock (1,847) + Supply (295) exceeds Max Stock (1,299) vs Demand (112).","Opening inventory of 1847 and supply of 295 exceed the demand of 112, resulting in a projected surplus of 2030. This inventory levels violates the maximum stock threshold of 1299 units by 731 units, increasing holding risk."
BD-20260331-00057,2026-03-31,2026-04-05,9,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,2030,101,0,101,0,0,0,0,1929,133.7,3,28,458,21,344,79,1299,458,1299,100,48,0,630,SM,High ESTN,P2,At-Risk Excess,A,67,48,11,100,53,"High Opening Stock (2,030) + Supply (0) exceeds Max Stock (1,299) vs Demand (101).","Opening inventory of 2030 and supply of 0 exceed the demand of 101, resulting in a projected surplus of 1929. This inventory levels violates the maximum stock threshold of 1299 units by 630 units, increasing holding risk."
BD-20260331-00058,2026-03-31,2026-04-12,10,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1929,172,0,172,0,0,0,0,1757,71.5,3,28,458,21,344,79,1299,458,1299,100,35,0,458,SM,High ESTN,P2,At-Risk Excess,A,67,35,10,100,49,"High Opening Stock (1,929) + Supply (0) exceeds Max Stock (1,299) vs Demand (172).","Opening inventory of 1929 and supply of 0 exceed the demand of 172, resulting in a projected surplus of 1757. This inventory levels violates the maximum stock threshold of 1299 units by 458 units, increasing holding risk."
BD-20260331-00059,2026-03-31,2026-04-19,11,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1757,119,0,119,0,0,0,0,1638,96.4,3,28,458,21,344,79,1299,458,1299,100,26,0,339,SM,High ESTN,P2,At-Risk Excess,A,67,26,9,100,46,"High Opening Stock (1,757) + Supply (0) exceeds Max Stock (1,299) vs Demand (119).","Opening inventory of 1757 and supply of 0 exceed the demand of 119, resulting in a projected surplus of 1638. This inventory levels violates the maximum stock threshold of 1299 units by 339 units, increasing holding risk."
,2026-03-31,2026-04-26,12,SKU_0003,DC_01,Medical Device for SKU_0003,Chicago Distribution Center,DC,Surgical & Mechanical,1638,132,0,132,0,0,0,0,1506,79.9,3,28,458,21,344,79,1299,458,1299,100,15,0,207,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-08,1,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,347,44,0,44,0,0,0,0,303,48.2,3,28,168,21,126,79,474,168,474,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,303,38,0,38,85,0,85,0,350,64.5,3,28,168,21,126,79,474,168,474,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-22,3,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,350,50,0,50,0,0,0,0,300,42.0,3,28,168,21,126,79,474,168,474,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-01,4,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,300,47,0,47,45,0,45,0,298,44.4,3,28,168,21,126,79,474,168,474,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,298,29,0,29,0,99,99,0,368,88.8,3,28,168,21,126,79,474,168,474,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00060,2026-03-31,2026-03-15,6,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,368,52,0,52,0,258,258,0,574,77.3,3,28,168,21,126,79,474,168,474,100,21,0,100,SM,High ESTN,P2,At-Risk Excess,A,67,21,16,100,46,Opening Stock (368) + Aggressive Supply (258) exceeds Forecast (52).,"Opening inventory of 368 and supply of 258 exceed the demand of 52, resulting in a projected surplus of 574. This inventory levels violates the maximum stock threshold of 474 units by 100 units, increasing holding risk."
BD-20260331-00061,2026-03-31,2026-03-22,7,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,574,61,0,61,0,0,0,0,513,58.9,3,28,168,21,126,79,474,168,474,100,8,0,39,SM,Low ESTN,P2,At-Risk Excess,A,67,8,14,100,42,High Opening Stock (574) + Supply (0) exceeds Max Stock (474) vs Demand (61).,"Opening inventory of 574 and supply of 0 exceed the demand of 61, resulting in a projected surplus of 513. This inventory levels violates the maximum stock threshold of 474 units by 39 units, increasing holding risk."
BD-20260331-00062,2026-03-31,2026-03-29,8,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,513,32,0,32,0,106,106,0,587,128.4,3,28,168,21,126,79,474,168,474,100,23,0,113,SM,High ESTN,P2,At-Risk Excess,A,67,23,12,100,46,High Opening Stock (513) + Supply (106) exceeds Max Stock (474) vs Demand (32).,"Opening inventory of 513 and supply of 106 exceed the demand of 32, resulting in a projected surplus of 587. This inventory levels violates the maximum stock threshold of 474 units by 113 units, increasing holding risk."
,2026-03-31,2026-04-05,9,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,587,50,0,50,0,0,0,0,537,75.2,3,28,168,21,126,79,474,168,474,100,13,0,63,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00063,2026-03-31,2026-04-12,10,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,537,40,0,40,111,0,111,0,608,106.4,3,28,168,21,126,79,474,168,474,100,28,0,134,SM,High ESTN,P2,At-Risk Excess,A,67,28,10,100,47,High Opening Stock (537) + Supply (111) exceeds Max Stock (474) vs Demand (40).,"Opening inventory of 537 and supply of 111 exceed the demand of 40, resulting in a projected surplus of 608. This inventory levels violates the maximum stock threshold of 474 units by 134 units, increasing holding risk."
BD-20260331-00064,2026-03-31,2026-04-19,11,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,608,31,0,31,0,97,97,0,674,152.2,3,28,168,21,126,79,474,168,474,100,42,0,200,SM,High ESTN,P2,At-Risk Excess,A,67,42,9,100,51,High Opening Stock (608) + Supply (97) exceeds Max Stock (474) vs Demand (31).,"Opening inventory of 608 and supply of 97 exceed the demand of 31, resulting in a projected surplus of 674. This inventory levels violates the maximum stock threshold of 474 units by 200 units, increasing holding risk."
BD-20260331-00065,2026-03-31,2026-04-26,12,SKU_0003,DC_02,Medical Device for SKU_0003,Dallas Distribution Center,DC,Surgical & Mechanical,674,31,0,31,0,0,0,0,643,145.2,3,28,168,21,126,79,474,168,474,100,35,0,169,SM,High ESTN,P2,At-Risk Excess,A,67,35,8,100,49,High Opening Stock (674) + Supply (0) exceeds Max Stock (474) vs Demand (31).,"Opening inventory of 674 and supply of 0 exceed the demand of 31, resulting in a projected surplus of 643. This inventory levels violates the maximum stock threshold of 474 units by 169 units, increasing holding risk."
,2026-03-31,2026-02-08,1,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,520,54,0,54,0,159,159,0,625,81.0,2,28,288,14,144,64,662,288,662,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,625,55,0,55,0,0,0,0,570,72.5,2,28,288,14,144,64,662,288,662,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00066,2026-03-31,2026-02-22,3,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,570,66,0,66,0,201,201,0,705,74.8,2,28,288,14,144,64,662,288,662,100,6,0,43,SM,Low ESTN,P2,At-Risk Excess,A,67,6,33,100,45,Opening Stock (570) + Aggressive Supply (201) exceeds Forecast (66).,"Opening inventory of 570 and supply of 201 exceed the demand of 66, resulting in a projected surplus of 705. This inventory levels violates the maximum stock threshold of 662 units by 43 units, increasing holding risk."
BD-20260331-00067,2026-03-31,2026-03-01,4,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,705,56,0,56,0,172,172,0,821,102.6,2,28,288,14,144,64,662,288,662,100,24,0,159,SM,High ESTN,P1,Critical Excess,A,100,24,25,100,62,High Opening Stock (705) + Supply (172) exceeds Max Stock (662) vs Demand (56).,"Opening inventory of 705 and supply of 172 exceed the demand of 56, resulting in a projected surplus of 821. This inventory levels violates the maximum stock threshold of 662 units by 159 units, increasing holding risk."
BD-20260331-00068,2026-03-31,2026-03-08,5,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,821,72,0,72,181,0,181,0,930,90.4,2,28,288,14,144,64,662,288,662,100,40,0,268,SM,High ESTN,P1,Critical Excess,A,100,40,20,100,66,High Opening Stock (821) + Supply (181) exceeds Max Stock (662) vs Demand (72).,"Opening inventory of 821 and supply of 181 exceed the demand of 72, resulting in a projected surplus of 930. This inventory levels violates the maximum stock threshold of 662 units by 268 units, increasing holding risk."
BD-20260331-00069,2026-03-31,2026-03-15,6,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,930,76,0,76,0,0,0,0,854,78.7,2,28,288,14,144,64,662,288,662,100,29,0,192,SM,High ESTN,P1,Critical Excess,A,100,29,16,100,62,High Opening Stock (930) + Supply (0) exceeds Max Stock (662) vs Demand (76).,"Opening inventory of 930 and supply of 0 exceed the demand of 76, resulting in a projected surplus of 854. This inventory levels violates the maximum stock threshold of 662 units by 192 units, increasing holding risk."
,2026-03-31,2026-03-22,7,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,854,77,0,77,0,0,0,0,777,70.6,2,28,288,14,144,64,662,288,662,100,17,0,115,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00070,2026-03-31,2026-03-29,8,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,777,60,0,60,0,201,201,0,918,107.1,2,28,288,14,144,64,662,288,662,100,38,0,256,SM,High ESTN,P1,Critical Excess,A,100,38,12,100,64,High Opening Stock (777) + Supply (201) exceeds Max Stock (662) vs Demand (60).,"Opening inventory of 777 and supply of 201 exceed the demand of 60, resulting in a projected surplus of 918. This inventory levels violates the maximum stock threshold of 662 units by 256 units, increasing holding risk."
BD-20260331-00071,2026-03-31,2026-04-05,9,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,918,55,0,55,0,187,187,0,1050,133.6,2,28,288,14,144,64,662,288,662,100,58,0,388,SM,High ESTN,P1,Critical Excess,A,100,58,11,100,70,High Opening Stock (918) + Supply (187) exceeds Max Stock (662) vs Demand (55).,"Opening inventory of 918 and supply of 187 exceed the demand of 55, resulting in a projected surplus of 1050. This inventory levels violates the maximum stock threshold of 662 units by 388 units, increasing holding risk."
BD-20260331-00072,2026-03-31,2026-04-12,10,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,1050,48,0,48,0,168,168,0,1170,170.6,2,28,288,14,144,64,662,288,662,100,76,0,508,SM,High ESTN,P1,Critical Excess,A,100,76,10,100,75,"High Opening Stock (1,050) + Supply (168) exceeds Max Stock (662) vs Demand (48).","Opening inventory of 1050 and supply of 168 exceed the demand of 48, resulting in a projected surplus of 1170. This inventory levels violates the maximum stock threshold of 662 units by 508 units, increasing holding risk."
BD-20260331-00073,2026-03-31,2026-04-19,11,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,1170,49,0,49,0,424,424,0,1545,220.7,2,28,288,14,144,64,662,288,662,100,133,0,883,SM,High ESTN,P1,Critical Excess,A,100,100,9,100,82,"High Opening Stock (1,170) + Supply (424) exceeds Max Stock (662) vs Demand (49).","Opening inventory of 1170 and supply of 424 exceed the demand of 49, resulting in a projected surplus of 1545. This inventory levels violates the maximum stock threshold of 662 units by 883 units, increasing holding risk."
BD-20260331-00074,2026-03-31,2026-04-26,12,SKU_0003,DC_03,Medical Device for SKU_0003,Atlanta Distribution Center,DC,Surgical & Mechanical,1545,74,0,74,0,0,0,0,1471,139.1,2,28,288,14,144,64,662,288,662,100,122,0,809,SM,High ESTN,P1,Critical Excess,A,100,100,8,100,82,"High Opening Stock (1,545) + Supply (0) exceeds Max Stock (662) vs Demand (74).","Opening inventory of 1545 and supply of 0 exceed the demand of 74, resulting in a projected surplus of 1471. This inventory levels violates the maximum stock threshold of 662 units by 809 units, increasing holding risk."
,2026-03-31,2026-02-08,1,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,690,148,0,148,0,0,0,0,542,25.6,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-02-15,2,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,542,85,0,85,0,0,0,0,457,37.6,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00075,2026-03-31,2026-02-22,3,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,457,67,0,67,0,0,0,0,390,40.7,2,28,391,14,196,102,1430,391,1430,99,0,1,0,SM,Low MSTN,P3,Potential Stockout,A,33,0,33,100,30,Opening Stock (457) + Zero Inbound Supply cannot meet Demand (67).,"Opening inventory of 457 and supply of 0 are sufficient to cover the demand of 67. However, the projected closing inventory of 390 falls 1 units below the target safety stock requirement of 391, compromising the critical service level buffer."
,2026-03-31,2026-03-01,4,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,390,75,0,75,0,219,219,0,534,49.8,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-08,5,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,534,107,0,107,0,179,179,0,606,39.6,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-15,6,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,606,93,0,93,0,0,0,0,513,38.6,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-22,7,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,513,113,0,113,0,289,289,0,689,42.7,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-03-29,8,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,689,100,0,100,0,0,0,0,589,41.2,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-05,9,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,589,108,0,108,0,0,0,0,481,31.2,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-12,10,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,481,114,0,114,286,0,286,0,653,40.1,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-19,11,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,653,79,0,79,0,0,0,0,574,50.9,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
,2026-03-31,2026-04-26,12,SKU_0003,DC_04,Medical Device for SKU_0003,Los Angeles Distribution Center,DC,Surgical & Mechanical,574,110,0,110,0,0,0,0,464,29.5,2,28,391,14,196,102,1430,391,1430,100,0,0,0,SM,None,None,Healthy,A,0,0,0,0,0,,
BD-20260331-00076,2026-03-31,2026-02-08,1,SKU_0003,DC_05,Medical Device for SKU_0003,New York Distribution Center,DC,Surgical & Mechanical,5,37,0,37,0,0,0,32,0,0.0,2,28,148,14,74,63,335,148,335,0,0,180,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,100,100,100,Opening Stock (5) + Zero Inbound Supply cannot meet Demand (37). Week 1 within 2-week lead time.,"Opening inventory of 5 and supply of 0 are insufficient to cover the demand of 37, leading to a projected stockout of 32 units and a breach of the 148 unit safety stock target by 180 units."
BD-20260331-00077,2026-03-31,2026-02-15,2,SKU_0003,DC_05,Medical Device for SKU_0003,New York Distribution Center,DC,Surgical & Mechanical,0,30,32,62,0,0,0,62,0,0.0,2,28,148,14,74,63,335,148,335,0,0,210,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,50,100,90,Zero Opening Stock + Zero Inbound Supply vs Demand of 62. Week 2 within 2-week lead time.,"Opening inventory of 0 and supply of 0 are insufficient to cover the demand of 62, leading to a projected stockout of 62 units and a breach of the 148 unit safety stock target by 210 units."
BD-20260331-00078,2026-03-31,2026-02-22,3,SKU_0003,DC_05,Medical Device for SKU_0003,New York Distribution Center,DC,Surgical & Mechanical,0,52,62,114,87,0,87,27,0,0.0,2,28,148,14,74,63,335,148,335,0,0,175,0,SM,Critical MSTN,P1,Critical Stockout,A,100,100,33,100,87,Opening Stock (0) + Supply (87) overwhelmed by Demand Surge (114 vs avg 37).,"Opening inventory of 0 and supply of 87 are insufficient to cover the demand of 114, leading to a projected stockout of 27 units and a breach of the 148 unit safety stock target by 175 units."
BD-20260331-00079,2026-03-31,2026-03-01,4,SKU_0003,DC_05,Medical Device for SKU_0003,New York Distribution Center,DC,Surgical & Mechanical,0,22,27,49,0,63,63,0,14,4.5,2,28,148,14,74,63,335,148,335,9,0,134,0,SM,High MSTN,P2,At-Risk Stockout,A,67,90,25,100,69,Opening Stock (0) + Supply (63) overwhelmed by Demand Surge (49 vs avg 37).,"Opening inventory of 0 and supply of 63 are sufficient to cover the demand of 49. However, the projected closing inventory of 14 falls 134 units below the target safety stock requirement of 148, compromising the critical service level buffer."
BD-20260331-00080,2026-03-31,2026-03-08,5,SKU_0003,DC_05,Medical Device for SKU_0003,New York Distribution Center,DC,Surgical & Mechanical,14,54,0,54,99,0,99,0,59,7.6,2,28,148,14,74,63,335,148,335,39,0,89,0,SM,High MSTN,P2,At-Risk Stockout,A,67,60,20,100,59,Opening Stock (14) + Supply (99) overwhelmed by Demand Surge (54 vs avg 37).,"Opening inventory of 14 and supply of 99 are sufficient to cover the demand of 54. However, the projected closing inventory of 59 falls 89 units below the target safety stock requirement of 148, compromising the critical service level buffer."
